,Division,Time,home_team,away_team,full_time_home_goals,full_time_away_goals,half_time_home_goals,half_time_away_goals,Referee,home_shots,away_shots,home_shots_on_target,away_shots_on_target,home_fouls,away_fouls,home_corners,away_corners,home_yellow_cards,away_yellow_cards,home_red_cards,away_red_cards,home_coef,draw_coef,away_coef
19,1,,140.0,425.0,0.0,2.0,0.0,1.0,-1,7.0,4.0,1.0,4.0,6.0,6.0,8.0,5.0,0.0,2.0,0.0,0.0,2.717965565553516,3.3366069815936816,2.9207988167142256
20,2,,472.0,339.0,3.0,2.0,2.0,1.0,-1,,,,,,,,,,,,,7.9495908038358305,4.859212793137503,1.4740289853659787
21,2,,390.0,494.0,1.0,1.0,0.0,1.0,-1,,,,,,,,,,,,,1.591991260194722,4.377975965535485,6.517214221422143
22,1,,300.0,424.0,1.0,1.0,0.0,0.0,-1,10.0,15.0,6.0,6.0,8.0,8.0,5.0,7.0,1.0,2.0,1.0,1.0,2.220399554748374,3.335533553355335,3.848692561563848
23,3,,76.0,17.0,1.0,0.0,1.0,0.0,-1,,,,,,,,,,,,,1.744880411679573,4.097976281144597,5.184787508990731
24,3,,46.0,429.0,1.0,1.0,1.0,0.0,-1,,,,,,,,,,,,,1.7571854272805922,4.136916548797737,5.020529792230263
25,3,,20.0,144.0,1.0,1.0,0.0,1.0,-1,,,,,,,,,,,,,2.4692232125516873,3.6474832517361024,3.022493143994804
26,1,,5.0,393.0,0.0,0.0,0.0,0.0,-1,11.0,4.0,5.0,1.0,10.0,12.0,5.0,4.0,2.0,2.0,0.0,0.0,2.0245806178191126,3.492401565737969,4.352848328311092
27,0,,426.0,223.0,1.0,1.0,0.0,0.0,-1,,,,,,,,,,,,,1.7818910244904111,3.9003614647179004,5.197182154763699
28,2,,214.0,457.0,1.0,1.0,1.0,1.0,-1,,,,,,,,,,,,,1.4092510946009853,5.314889842495146,8.908480133727657
29,3,,370.0,175.0,2.0,0.0,1.0,0.0,-1,,,,,,,,,,,,,1.8575572742950688,3.78540049950941,4.8196080630358535
30,3,,433.0,29.0,1.0,1.0,1.0,0.0,-1,,,,,,,,,,,,,3.125965905706247,3.8620804576951375,2.3192650268143122
31,4,,9.0,139.0,4.0,1.0,3.0,0.0,-1,,,,,,,,,,,,,2.397781146192795,3.7465330409262423,3.0671617161716167
32,4,,121.0,142.0,0.0,4.0,0.0,1.0,-1,,,,,,,,,,,,,3.8567516326100697,3.8363455393158366,2.0406093294233174
33,4,,299.0,265.0,2.0,2.0,1.0,2.0,-1,,,,,,,,,,,,,3.0448752649384967,3.643700733709734,2.4561993803837203
34,4,,351.0,165.0,3.0,1.0,2.0,0.0,-1,,,,,,,,,,,,,2.4898399316593616,3.54245518732023,3.0667540621657987
35,4,,374.0,208.0,2.0,0.0,0.0,0.0,-1,,,,,,,,,,,,,2.644948212400491,3.5436178753010443,2.859403472865395
36,0,,341.0,68.0,4.0,0.0,2.0,0.0,-1,,,,,,,,,,,,,2.219290696978007,3.5206020602060204,3.6315665950549207
37,1,,225.0,239.0,1.0,1.0,1.0,1.0,-1,11.0,12.0,7.0,5.0,11.0,8.0,4.0,6.0,1.0,1.0,1.0,0.0,2.3803386255785344,3.4004837508264774,3.3804809052333806
38,2,,470.0,130.0,2.0,2.0,0.0,0.0,-1,,,,,,,,,,,,,1.5192998505381097,4.740215533678903,7.1001946348480995
39,1,,217.0,211.0,1.0,1.0,1.0,1.0,-1,10.0,10.0,6.0,3.0,15.0,21.0,3.0,9.0,3.0,3.0,0.0,0.0,3.563460132829552,3.403753236120105,2.295786640198311
40,2,,456.0,169.0,0.0,1.0,0.0,1.0,-1,,,,,,,,,,,,,3.6614829647277953,3.7530200388459902,2.1256942767447478
41,2,,212.0,313.0,0.0,2.0,0.0,2.0,-1,,,,,,,,,,,,,1.828824105032275,4.031496231535236,4.647840266932853
42,0,,455.0,75.0,0.0,1.0,0.0,1.0,-1,,,,,,,,,,,,,2.3142765889492174,3.4163130598774165,3.5064796802260876
43,0,,177.0,216.0,3.0,1.0,0.0,1.0,-1,,,,,,,,,,,,,4.014429469416385,3.611018664891699,2.0662504621996103
44,2,,451.0,202.0,4.0,1.0,2.0,0.0,-1,,,,,,,,,,,,,1.3567639303612902,5.740933944140682,10.125103957920075
45,0,,382.0,138.0,2.0,0.0,1.0,0.0,-1,,,,,,,,,,,,,2.957989472643158,3.397690610468492,2.648200034629854
46,2,,12.0,3.0,2.0,2.0,1.0,0.0,-1,,,,,,,,,,,,,1.676152230607676,4.305804233117923,5.52026183733067
47,0,,137.0,303.0,2.0,2.0,1.0,1.0,-1,,,,,,,,,,,,,2.5271575236863293,3.5116325429536945,3.0346188738241464
48,5,,154.0,13.0,0.0,1.0,0.0,0.0,-1,,,,,,,,,,,,,1.7240588747764685,3.9146277980218636,5.7299603779335575
49,6,,292.0,221.0,0.0,1.0,0.0,1.0,-1,,,,,,,,,,,,,1.9885754809247158,3.3408068079535225,4.812352663837812
50,6,,49.0,21.0,4.0,5.0,2.0,2.0,-1,,,,,,,,,,,,,2.194117107490304,3.514650551813172,3.707651593675745
51,7,,94.0,220.0,1.0,0.0,0.0,0.0,-1,13.0,12.0,5.0,6.0,11.0,8.0,7.0,4.0,1.0,3.0,0.0,0.0,1.826776594009211,3.7029255283970492,5.193970207831594
52,8,,327.0,156.0,2.0,1.0,1.0,1.0,-1,,,,,,,,,,,,,2.5316455696202533,3.137254901960785,3.375527426160338
53,6,,467.0,379.0,2.0,1.0,1.0,1.0,-1,,,,,,,,,,,,,1.938852755994513,3.5528715423983224,4.699941497515495
54,2,,494.0,470.0,0.0,1.0,0.0,0.0,-1,,,,,,,,,,,,,3.25620797373855,3.621390176400817,2.343252467082882
55,3,,29.0,46.0,4.0,2.0,1.0,1.0,-1,,,,,,,,,,,,,2.7042593456021504,3.697869786978698,2.7042593456021504
56,3,,144.0,370.0,0.0,0.0,0.0,0.0,-1,,,,,,,,,,,,,3.179540431940736,3.682112951828142,2.3590138688592552
57,9,,408.0,410.0,1.0,0.0,1.0,0.0,-1,8.0,19.0,2.0,3.0,8.0,11.0,2.0,4.0,0.0,2.0,0.0,0.0,1.682919314949398,4.111563356283559,5.794482671232958
58,5,,184.0,412.0,0.0,1.0,0.0,0.0,-1,,,,,,,,,,,,,2.0110616015969263,3.5595790348265592,4.313727135425406
59,5,,234.0,447.0,1.0,1.0,0.0,1.0,-1,,,,,,,,,,,,,3.967579097438522,3.591167747168713,2.0855223460894794
60,2,,457.0,456.0,1.0,3.0,1.0,1.0,-1,,,,,,,,,,,,,2.9250916251846175,3.66395559971222,2.5303560771493228
61,9,,448.0,260.0,3.0,1.0,1.0,0.0,-1,6.0,4.0,4.0,2.0,12.0,11.0,8.0,3.0,2.0,3.0,0.0,0.0,2.0198826263077687,3.603308202709839,4.212318039787559
62,2,,305.0,451.0,0.0,1.0,0.0,0.0,-1,,,,,,,,,,,,,5.156651849654812,4.1677049195840254,1.735702775226277
63,9,,430.0,95.0,1.0,1.0,0.0,0.0,-1,12.0,6.0,9.0,2.0,7.0,4.0,10.0,3.0,1.0,0.0,0.0,0.0,2.217507465032217,3.527852785278527,3.628648579143628
64,5,,147.0,168.0,1.0,1.0,0.0,0.0,-1,,,,,,,,,,,,,6.356007120082468,4.200049504950495,1.627137822741112
65,10,,33.0,436.0,0.0,0.0,0.0,0.0,0,14.0,3.0,4.0,2.0,12.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,1.4480406023795656,4.786578657865786,9.050253764872286
66,9,,210.0,438.0,0.0,0.0,0.0,0.0,-1,9.0,7.0,2.0,5.0,11.0,14.0,3.0,6.0,0.0,1.0,0.0,0.0,3.34983498349835,3.34983498349835,2.421567457950614
67,9,,474.0,134.0,0.0,3.0,0.0,2.0,-1,8.0,7.0,4.0,4.0,5.0,5.0,9.0,3.0,0.0,3.0,0.0,0.0,2.8913457702490453,3.369913346014404,2.72185308716548
68,9,,491.0,120.0,1.0,1.0,1.0,1.0,-1,15.0,7.0,6.0,3.0,16.0,16.0,4.0,5.0,1.0,1.0,0.0,0.0,3.0394600911080154,3.4751160375001646,2.543014942893706
69,2,,339.0,390.0,5.0,0.0,1.0,0.0,-1,,,,,,,,,,,,,1.2564610307184565,6.6942595898934165,15.4482913612925
70,9,,122.0,404.0,3.0,0.0,1.0,0.0,-1,19.0,11.0,10.0,6.0,10.0,15.0,8.0,6.0,1.0,2.0,0.0,1.0,2.071939741976494,3.628421304241763,3.9720600907159134
71,10,,479.0,264.0,3.0,0.0,1.0,0.0,1,15.0,14.0,10.0,7.0,10.0,11.0,7.0,3.0,1.0,4.0,0.0,1.0,4.370737073707371,3.584203522857981,1.991224179365545
72,10,,181.0,318.0,5.0,0.0,2.0,0.0,2,11.0,4.0,9.0,2.0,12.0,11.0,6.0,3.0,0.0,0.0,0.0,0.0,1.8524564070580285,3.815058870751939,4.806373380474884
73,9,,367.0,115.0,0.0,0.0,0.0,0.0,-1,12.0,6.0,7.0,2.0,10.0,10.0,8.0,3.0,2.0,1.0,0.0,0.0,2.020784602732118,3.6374122849178123,4.162816281628163
74,3,,17.0,20.0,0.0,3.0,0.0,1.0,-1,,,,,,,,,,,,,3.1432380526188215,3.65021193207347,2.3929167110259413
75,1,,425.0,217.0,1.0,2.0,0.0,1.0,-1,13.0,9.0,6.0,2.0,9.0,11.0,9.0,2.0,3.0,2.0,0.0,0.0,2.337618215603073,3.414955306272315,3.45560953610889
76,1,,424.0,5.0,1.0,2.0,0.0,1.0,-1,9.0,8.0,5.0,4.0,16.0,11.0,1.0,4.0,2.0,3.0,0.0,0.0,2.3642494911512055,3.299888651479129,3.521222646395412
77,1,,393.0,99.0,1.0,1.0,0.0,0.0,-1,7.0,19.0,4.0,10.0,12.0,14.0,1.0,9.0,1.0,0.0,0.0,0.0,8.106246866297369,4.458435776463554,1.509788478847885
78,1,,239.0,300.0,1.0,2.0,1.0,2.0,-1,8.0,12.0,6.0,3.0,7.0,14.0,3.0,5.0,2.0,2.0,0.0,0.0,2.775942301331467,3.378076844634984,2.8269706524588836
79,6,,489.0,380.0,2.0,0.0,0.0,0.0,-1,,,,,,,,,,,,,2.2645675747698997,3.269913717829182,3.8081293297700105
80,6,,271.0,215.0,1.0,0.0,1.0,0.0,-1,,,,,,,,,,,,,2.826184418769209,3.2803926289285466,2.8463714503318465
81,6,,194.0,395.0,0.0,0.0,0.0,0.0,-1,,,,,,,,,,,,,2.1316868858350166,3.3396427878081925,4.141563092479461
82,10,,310.0,444.0,2.0,1.0,0.0,0.0,3,6.0,12.0,4.0,6.0,12.0,8.0,3.0,5.0,2.0,2.0,0.0,0.0,2.7084601893263094,3.4808729099860347,2.8288361977408116
83,10,,369.0,437.0,0.0,5.0,0.0,1.0,4,20.0,12.0,11.0,8.0,11.0,14.0,5.0,3.0,2.0,2.0,0.0,0.0,2.097615468243256,3.5259917156660445,4.005446679835932
84,10,,377.0,432.0,1.0,1.0,0.0,1.0,5,9.0,6.0,3.0,3.0,9.0,14.0,4.0,3.0,2.0,4.0,0.0,1.0,2.4241212783418113,3.4038702950049604,3.2927647364142936
85,10,,480.0,36.0,1.0,0.0,1.0,0.0,6,8.0,10.0,4.0,6.0,17.0,8.0,6.0,4.0,0.0,1.0,0.0,0.0,2.3065145780452223,3.4998851640773156,3.4397152185630926
86,1,,211.0,225.0,2.0,2.0,2.0,0.0,-1,7.0,8.0,3.0,1.0,14.0,16.0,6.0,3.0,3.0,4.0,0.0,1.0,1.9969073830459965,3.5659060411535655,4.370781976156798
87,9,,291.0,326.0,2.0,0.0,1.0,0.0,-1,8.0,6.0,6.0,2.0,12.0,13.0,4.0,4.0,3.0,2.0,1.0,0.0,1.6752758997935748,3.9925737013044476,6.149366027385996
88,3,,429.0,76.0,3.0,1.0,1.0,0.0,-1,,,,,,,,,,,,,2.209085377402209,3.655032169883655,3.524495306673524
89,2,,169.0,212.0,1.0,1.0,0.0,0.0,-1,,,,,,,,,,,,,1.5558908058141205,4.617482391448357,6.6351214364073146
90,9,,125.0,320.0,1.0,2.0,0.0,1.0,-1,9.0,10.0,4.0,3.0,13.0,15.0,8.0,4.0,1.0,3.0,0.0,1.0,2.8125455402683124,3.553757902866099,2.6805488181618573
91,4,,142.0,351.0,0.0,1.0,0.0,1.0,-1,,,,,,,,,,,,,2.212523316611776,3.6465662070082976,3.52364824497431
92,11,,161.0,297.0,0.0,3.0,0.0,3.0,-1,10.0,7.0,5.0,5.0,9.0,10.0,7.0,2.0,2.0,2.0,0.0,0.0,1.984283260806688,3.714171231766365,4.222961811460388
93,11,,82.0,337.0,0.0,2.0,0.0,2.0,-1,13.0,9.0,6.0,5.0,11.0,15.0,8.0,2.0,1.0,3.0,0.0,0.0,2.429807409053065,3.4624755579006177,3.2296190145330326
94,7,,290.0,66.0,0.0,2.0,0.0,1.0,-1,9.0,11.0,3.0,8.0,8.0,7.0,8.0,4.0,1.0,2.0,0.0,0.0,2.653228361181799,3.5038817288889406,2.8760185289146216
95,7,,319.0,81.0,1.0,0.0,0.0,0.0,-1,10.0,6.0,4.0,3.0,4.0,4.0,4.0,7.0,1.0,1.0,0.0,0.0,1.8846071349615883,3.6601054357938216,4.850383626295877
96,4,,265.0,9.0,0.0,2.0,0.0,0.0,-1,,,,,,,,,,,,,1.698599300319326,4.1803851043787015,5.492476779475666
97,11,,394.0,85.0,3.0,0.0,2.0,0.0,-1,9.0,8.0,5.0,2.0,14.0,7.0,4.0,6.0,1.0,2.0,0.0,1.0,1.6595208098100707,4.0842098971972405,6.15115797169122
98,11,,389.0,317.0,0.0,0.0,0.0,0.0,-1,14.0,8.0,0.0,1.0,10.0,9.0,12.0,7.0,1.0,1.0,0.0,0.0,2.3580563184523586,3.522033054369267,3.311313128039482
99,11,,363.0,51.0,3.0,0.0,2.0,0.0,-1,3.0,0.0,1.0,0.0,6.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,1.8674219397124456,3.9165389870725886,4.562566036486624
100,7,,254.0,356.0,2.0,0.0,0.0,0.0,-1,7.0,3.0,4.0,2.0,9.0,9.0,9.0,3.0,2.0,2.0,0.0,0.0,1.6148972751936395,4.169371146863578,6.625972456400569
101,11,,108.0,128.0,2.0,0.0,1.0,0.0,-1,8.0,9.0,3.0,5.0,4.0,5.0,3.0,7.0,1.0,2.0,0.0,0.0,1.9235348192353479,3.6952116264258,4.555740361346877
102,11,,360.0,19.0,0.0,2.0,0.0,1.0,-1,13.0,2.0,6.0,2.0,14.0,13.0,3.0,3.0,2.0,1.0,0.0,0.0,2.409960594240896,3.41242319436631,3.311164345868794
103,11,,192.0,74.0,3.0,1.0,1.0,0.0,-1,7.0,9.0,3.0,3.0,16.0,7.0,8.0,5.0,2.0,0.0,0.0,0.0,2.2028452845284527,3.55688779887163,3.637726157936894
104,11,,171.0,443.0,0.0,0.0,0.0,0.0,-1,22.0,13.0,3.0,3.0,9.0,9.0,12.0,6.0,1.0,0.0,0.0,0.0,2.0781733850620143,3.6596126439384746,3.913048422604574
105,3,,175.0,433.0,4.0,0.0,1.0,0.0,-1,,,,,,,,,,,,,1.9892123140885518,3.947663613010786,3.93740994128868
106,4,,165.0,374.0,0.0,2.0,0.0,1.0,-1,,,,,,,,,,,,,1.8533743280686392,3.8808224880553275,4.699993461787322
107,4,,139.0,121.0,0.0,3.0,0.0,2.0,-1,,,,,,,,,,,,,2.6122874384212613,3.605981091467781,2.8581497855667926
108,8,,387.0,283.0,0.0,1.0,0.0,0.0,-1,,,,,,,,,,,,,2.9643381004767138,3.2485896991525633,2.7409975586599753
109,11,,492.0,487.0,1.0,3.0,0.0,2.0,-1,10.0,6.0,3.0,4.0,11.0,10.0,10.0,1.0,2.0,1.0,0.0,0.0,2.6279434301811686,3.497186257087247,2.910952722662217
110,11,,2.0,109.0,1.0,0.0,1.0,0.0,-1,6.0,16.0,4.0,11.0,8.0,12.0,3.0,8.0,1.0,2.0,0.0,0.0,3.1631456049168607,3.5788153799219606,2.4129123524686307
111,7,,52.0,288.0,1.0,0.0,1.0,0.0,-1,16.0,12.0,9.0,5.0,9.0,9.0,11.0,3.0,3.0,2.0,0.0,0.0,3.379250968575118,3.501025778253501,2.3340171855023337
112,8,,58.0,417.0,2.0,2.0,0.0,0.0,-1,,,,,,,,,,,,,1.7832243449885985,3.910935211168176,5.1672978178646884
113,4,,208.0,299.0,1.0,1.0,0.0,1.0,-1,,,,,,,,,,,,,2.4930836909356797,3.5908612832406903,3.026583081588582
114,11,,416.0,7.0,0.0,1.0,0.0,0.0,-1,20.0,5.0,6.0,3.0,11.0,12.0,14.0,8.0,1.0,2.0,0.0,0.0,1.902182512771825,3.6350608228362105,4.780353958798304
115,7,,226.0,65.0,1.0,1.0,0.0,1.0,-1,12.0,7.0,7.0,2.0,8.0,19.0,5.0,2.0,1.0,2.0,0.0,0.0,2.5739102256222113,3.57319301909907,2.9271920212958484
116,7,,222.0,80.0,1.0,0.0,0.0,0.0,-1,13.0,18.0,8.0,4.0,10.0,16.0,3.0,4.0,2.0,1.0,0.0,0.0,2.23256296711897,3.3894365046260724,3.744616976667727
117,7,,132.0,409.0,2.0,2.0,2.0,1.0,-1,6.0,7.0,4.0,6.0,7.0,14.0,9.0,4.0,1.0,2.0,0.0,0.0,2.4747941827149744,3.464711855800964,3.151574632681927
118,7,,252.0,485.0,1.0,0.0,1.0,0.0,-1,12.0,6.0,7.0,1.0,10.0,16.0,8.0,8.0,4.0,2.0,0.0,0.0,2.4957795318702374,3.4940913446183326,3.0947666195190946
119,7,,83.0,70.0,2.0,0.0,1.0,0.0,-1,14.0,11.0,7.0,5.0,10.0,11.0,7.0,9.0,1.0,2.0,0.0,0.0,3.0316456774765252,3.536919957055946,2.516265912305516
120,7,,64.0,104.0,1.0,1.0,0.0,0.0,-1,14.0,9.0,7.0,4.0,9.0,10.0,3.0,7.0,0.0,1.0,0.0,0.0,1.8557755775577558,3.650706054211979,5.070425075294414
121,12,,406.0,189.0,2.0,1.0,2.0,0.0,-1,16.0,10.0,5.0,3.0,15.0,17.0,8.0,8.0,4.0,4.0,0.0,0.0,1.6909849954910063,3.91910640131445,6.117386895452758
122,12,,279.0,155.0,2.0,1.0,1.0,1.0,-1,17.0,13.0,9.0,5.0,14.0,14.0,7.0,4.0,3.0,2.0,0.0,0.0,2.0727571908431646,3.5138169520960316,4.1159035646742845
123,9,,86.0,77.0,0.0,0.0,0.0,0.0,-1,5.0,10.0,3.0,1.0,6.0,4.0,7.0,6.0,1.0,0.0,0.0,0.0,3.287282216593752,3.447637446671496,2.40532845116616
124,7,,127.0,476.0,2.0,3.0,2.0,1.0,-1,4.0,13.0,2.0,5.0,10.0,8.0,4.0,4.0,0.0,2.0,0.0,0.0,2.5511797165955126,3.2715128130460105,3.2014804286688787
125,12,,98.0,278.0,0.0,1.0,0.0,0.0,-1,17.0,16.0,3.0,6.0,13.0,9.0,8.0,9.0,2.0,0.0,0.0,0.0,2.3817730769818533,3.3741785257242927,3.4039506891865656
126,2,,313.0,12.0,1.0,6.0,0.0,4.0,-1,,,,,,,,,,,,,4.768662756533213,3.7751913489221263,1.8677262463088413
127,6,,322.0,418.0,2.0,0.0,1.0,0.0,-1,,,,,,,,,,,,,2.9354863696217754,3.3431928098470216,2.701055166492259
128,12,,48.0,414.0,5.0,1.0,4.0,1.0,-1,18.0,5.0,10.0,2.0,9.0,12.0,9.0,1.0,2.0,3.0,0.0,0.0,1.1182795698924732,11.981566820276498,30.952380952380953
129,12,,38.0,61.0,3.0,5.0,0.0,3.0,-1,17.0,13.0,8.0,9.0,12.0,17.0,11.0,4.0,2.0,2.0,0.0,0.0,1.9205325501965016,3.790789379183671,4.434318610663127
130,2,,130.0,472.0,2.0,2.0,1.0,1.0,-1,,,,,,,,,,,,,2.2279725369190104,3.6153917985458484,3.514120319594985
131,6,,401.0,245.0,0.0,1.0,0.0,1.0,-1,,,,,,,,,,,,,2.0411755461260412,3.418236560498155,4.394875577783342
132,6,,148.0,361.0,4.0,2.0,3.0,1.0,-1,,,,,,,,,,,,,1.7147609024119508,3.8430817871703136,6.001663158441828
133,8,,306.0,405.0,2.0,2.0,0.0,0.0,-1,,,,,,,,,,,,,1.7111250995010363,3.875195078281759,5.968806964730086
134,8,,205.0,419.0,0.0,0.0,0.0,0.0,-1,,,,,,,,,,,,,3.860647258755726,3.3592644978783586,2.2060841478604147
135,12,,258.0,40.0,1.0,1.0,1.0,1.0,-1,6.0,11.0,1.0,3.0,17.0,7.0,3.0,6.0,2.0,1.0,0.0,0.0,3.369928620769054,3.331193809036076,2.4209257333111016
136,8,,340.0,298.0,1.0,1.0,1.0,0.0,-1,,,,,,,,,,,,,2.203838671061138,3.3157754550965297,3.926839813890754
137,6,,18.0,204.0,1.0,1.0,0.0,0.0,-1,,,,,,,,,,,,,1.7040662149128394,3.7124299682029718,6.5018240699948215
138,10,,280.0,415.0,3.0,2.0,1.0,0.0,7,20.0,9.0,15.0,6.0,4.0,6.0,7.0,3.0,1.0,2.0,0.0,0.0,1.208672766010778,7.554204787567364,19.89273927392739
139,10,,482.0,107.0,0.0,2.0,0.0,2.0,8,12.0,5.0,4.0,3.0,16.0,11.0,7.0,1.0,2.0,2.0,0.0,0.0,6.444684150245395,3.9857892744594587,1.655788081678432
140,2,,202.0,483.0,1.0,1.0,1.0,0.0,-1,,,,,,,,,,,,,1.5219376948355816,4.6050888959863725,7.364214652430233
141,2,,3.0,214.0,3.0,1.0,2.0,0.0,-1,,,,,,,,,,,,,1.3854052071873852,5.343705799151344,9.895751479909896
142,1,,141.0,140.0,3.0,0.0,3.0,0.0,-1,11.0,6.0,8.0,4.0,8.0,7.0,6.0,3.0,2.0,2.0,1.0,1.0,1.5252536159656234,4.398634621526669,7.8722767275645085
143,8,,191.0,365.0,0.0,0.0,0.0,0.0,-1,,,,,,,,,,,,,10.947666195190948,4.976211906904976,1.3933393339333933
144,5,,286.0,330.0,0.0,0.0,0.0,0.0,-1,,,,,,,,,,,,,2.61321214088622,3.2665151761077746,3.1133972772277225
145,5,,237.0,84.0,0.0,1.0,0.0,1.0,-1,,,,,,,,,,,,,2.7515207036717912,3.3629697489321884,2.8636196953028636
146,5,,87.0,60.0,1.0,1.0,0.0,0.0,-1,,,,,,,,,,,,,2.8397537526817374,3.326568681712892,2.799185841929141
147,12,,378.0,458.0,1.0,1.0,1.0,1.0,-1,24.0,5.0,9.0,1.0,10.0,16.0,12.0,5.0,1.0,4.0,0.0,0.0,1.284034958641545,6.592053488458956,12.577476287795921
148,5,,185.0,26.0,3.0,1.0,0.0,0.0,-1,,,,,,,,,,,,,1.9805673074325352,3.6869022184513347,4.275994032969731
149,6,,304.0,117.0,0.0,0.0,0.0,0.0,-1,,,,,,,,,,,,,2.6794320298902954,3.278244491115778,3.0143610336265825
150,12,,461.0,198.0,1.0,0.0,0.0,0.0,-1,16.0,14.0,3.0,3.0,13.0,9.0,3.0,5.0,2.0,0.0,0.0,0.0,2.3315350110862476,3.451883003426393,3.431696553113958
151,12,,493.0,460.0,0.0,1.0,0.0,1.0,-1,11.0,7.0,3.0,2.0,17.0,14.0,4.0,4.0,2.0,5.0,0.0,0.0,2.2342448530567345,3.5066623254253684,3.606852677580379
152,12,,242.0,332.0,2.0,0.0,0.0,0.0,-1,10.0,11.0,3.0,1.0,14.0,13.0,5.0,7.0,3.0,4.0,0.0,0.0,2.144210196227202,3.4014970840149705,4.005774502951728
153,10,,158.0,281.0,1.0,0.0,0.0,0.0,9,16.0,12.0,7.0,7.0,12.0,11.0,6.0,8.0,1.0,2.0,0.0,0.0,4.570289588640562,3.7456503802554173,1.9075991326499737
154,8,,55.0,6.0,3.0,3.0,2.0,0.0,-1,,,,,,,,,,,,,2.639816859588425,3.230972758646837,3.108664641600269
155,5,,182.0,236.0,2.0,1.0,1.0,0.0,-1,,,,,,,,,,,,,1.4594859124248774,4.71526217860345,8.869183621658872
156,7,,104.0,254.0,2.0,1.0,2.0,0.0,-1,9.0,15.0,7.0,6.0,6.0,11.0,6.0,4.0,0.0,1.0,0.0,0.0,3.138133669337698,3.431701012598321,2.500383923633585
157,7,,81.0,127.0,4.0,1.0,2.0,0.0,-1,13.0,7.0,6.0,4.0,12.0,12.0,7.0,2.0,2.0,2.0,0.0,0.0,2.413199899871644,3.3985898589858987,3.3181498623235104
